轮次,合同设计,发布者效用
288,"[48, 48, 40, 37, 37, 37.595, 37.595, 32.571, 30.525, 30.525]",425.478
289,"[49, 48, 40, 37, 37, 38.181, 37.595, 32.571, 30.525, 30.525]",425.459
290,"[49, 49, 40, 37, 37, 38.223, 38.223, 32.571, 30.525, 30.525]",425.424
291,"[41, 41, 41, 37, 37, 33.253, 33.253, 33.253, 30.525, 30.525]",425.299
292,"[42, 41, 41, 37, 37, 33.839, 33.253, 33.253, 30.525, 30.525]",425.361
293,"[43, 41, 41, 37, 37, 34.425, 33.253, 33.253, 30.525, 30.525]",425.409
294,"[44, 41, 41, 37, 37, 35.011, 33.253, 33.253, 30.525, 30.525]",425.444
295,"[45, 41, 41, 37, 37, 35.597, 33.253, 33.253, 30.525, 30.525]",425.466
296,"[46, 41, 41, 37, 37, 36.183, 33.253, 33.253, 30.525, 30.525]",425.476
297,"[47, 41, 41, 37, 37, 36.769, 33.253, 33.253, 30.525, 30.525]",425.476
298,"[48, 41, 41, 37, 37, 37.355, 33.253, 33.253, 30.525, 30.525]",425.466
299,"[49, 41, 41, 37, 37, 37.941, 33.253, 33.253, 30.525, 30.525]",425.448
300,"[42, 42, 41, 37, 37, 33.881, 33.881, 33.253, 30.525, 30.525]",425.407
301,"[43, 42, 41, 37, 37, 34.467, 33.881, 33.253, 30.525, 30.525]",425.455
302,"[44, 42, 41, 37, 37, 35.053, 33.881, 33.253, 30.525, 30.525]",425.49
303,"[45, 42, 41, 37, 37, 35.639, 33.881, 33.253, 30.525, 30.525]",425.512
304,"[46, 42, 41, 37, 37, 36.225, 33.881, 33.253, 30.525, 30.525]",425.522
305,"[47, 42, 41, 37, 37, 36.811, 33.881, 33.253, 30.525, 30.525]",425.522
306,"[48, 42, 41, 37, 37, 37.397, 33.881, 33.253, 30.525, 30.525]",425.512
307,"[49, 42, 41, 37, 37, 37.983, 33.881, 33.253, 30.525, 30.525]",425.494
308,"[43, 43, 41, 37, 37, 34.509, 34.509, 33.253, 30.525, 30.525]",425.486
309,"[44, 43, 41, 37, 37, 35.095, 34.509, 33.253, 30.525, 30.525]",425.521
310,"[45, 43, 41, 37, 37, 35.681, 34.509, 33.253, 30.525, 30.525]",425.543
311,"[46, 43, 41, 37, 37, 36.267, 34.509, 33.253, 30.525, 30.525]",425.553
312,"[47, 43, 41, 37, 37, 36.853, 34.509, 33.253, 30.525, 30.525]",425.553
313,"[48, 43, 41, 37, 37, 37.439, 34.509, 33.253, 30.525, 30.525]",425.543
314,"[49, 43, 41, 37, 37, 38.025, 34.509, 33.253, 30.525, 30.525]",425.525
315,"[44, 44, 41, 37, 37, 35.137, 35.137, 33.253, 30.525, 30.525]",425.538
316,"[45, 44, 41, 37, 37, 35.723, 35.137, 33.253, 30.525, 30.525]",425.56
317,"[46, 44, 41, 37, 37, 36.309, 35.137, 33.253, 30.525, 30.525]",425.571
318,"[47, 44, 41, 37, 37, 36.895, 35.137, 33.253, 30.525, 30.525]",425.571
319,"[48, 44, 41, 37, 37, 37.481, 35.137, 33.253, 30.525, 30.525]",425.561
320,"[49, 44, 41, 37, 37, 38.067, 35.137, 33.253, 30.525, 30.525]",425.542
321,"[45, 45, 41, 37, 37, 35.765, 35.765, 33.253, 30.525, 30.525]",425.565
322,"[46, 45, 41, 37, 37, 36.351, 35.765, 33.253, 30.525, 30.525]",425.576
323,"[47, 45, 41, 37, 37, 36.937, 35.765, 33.253, 30.525, 30.525]",425.576
324,"[48, 45, 41, 37, 37, 37.523, 35.765, 33.253, 30.525, 30.525]",425.566
325,"[49, 45, 41, 37, 37, 38.109, 35.765, 33.253, 30.525, 30.525]",425.547
326,"[46, 46, 41, 37, 37, 36.393, 36.393, 33.253, 30.525, 30.525]",425.569
327,"[47, 46, 41, 37, 37, 36.979, 36.393, 33.253, 30.525, 30.525]",425.569
328,"[48, 46, 41, 37, 37, 37.565, 36.393, 33.253, 30.525, 30.525]",425.56
329,"[49, 46, 41, 37, 37, 38.151, 36.393, 33.253, 30.525, 30.525]",425.541
330,"[47, 47, 41, 37, 37, 37.021, 37.021, 33.253, 30.525, 30.525]",425.552
331,"[48, 47, 41, 37, 37, 37.607, 37.021, 33.253, 30.525, 30.525]",425.543
332,"[49, 47, 41, 37, 37, 38.193, 37.021, 33.253, 30.525, 30.525]",425.524
333,"[48, 48, 41, 37, 37, 37.649, 37.649, 33.253, 30.525, 30.525]",425.516
334,"[49, 48, 41, 37, 37, 38.235, 37.649, 33.253, 30.525, 30.525]",425.498
335,"[49, 49, 41, 37, 37, 38.277, 38.277, 33.253, 30.525, 30.525]",425.462
336,"[42, 42, 42, 37, 37, 33.935, 33.935, 33.935, 30.525, 30.525]",425.429
337,"[43, 42, 42, 37, 37, 34.521, 33.935, 33.935, 30.525, 30.525]",425.477
338,"[44, 42, 42, 37, 37, 35.107, 33.935, 33.935, 30.525, 30.525]",425.512
339,"[45, 42, 42, 37, 37, 35.693, 33.935, 33.935, 30.525, 30.525]",425.534
340,"[46, 42, 42, 37, 37, 36.279, 33.935, 33.935, 30.525, 30.525]",425.544
341,"[47, 42, 42, 37, 37, 36.865, 33.935, 33.935, 30.525, 30.525]",425.544
342,"[48, 42, 42, 37, 37, 37.451, 33.935, 33.935, 30.525, 30.525]",425.534
343,"[49, 42, 42, 37, 37, 38.037, 33.935, 33.935, 30.525, 30.525]",425.516
344,"[43, 43, 42, 37, 37, 34.563, 34.563, 33.935, 30.525, 30.525]",425.508
345,"[44, 43, 42, 37, 37, 35.149, 34.563, 33.935, 30.525, 30.525]",425.543
346,"[45, 43, 42, 37, 37, 35.735, 34.563, 33.935, 30.525, 30.525]",425.565
347,"[46, 43, 42, 37, 37, 36.321, 34.563, 33.935, 30.525, 30.525]",425.575
348,"[47, 43, 42, 37, 37, 36.907, 34.563, 33.935, 30.525, 30.525]",425.575
349,"[48, 43, 42, 37, 37, 37.493, 34.563, 33.935, 30.525, 30.525]",425.565
350,"[49, 43, 42, 37, 37, 38.079, 34.563, 33.935, 30.525, 30.525]",425.547
351,"[44, 44, 42, 37, 37, 35.191, 35.191, 33.935, 30.525, 30.525]",425.56
352,"[45, 44, 42, 37, 37, 35.777, 35.191, 33.935, 30.525, 30.525]",425.582
353,"[46, 44, 42, 37, 37, 36.363, 35.191, 33.935, 30.525, 30.525]",425.593
354,"[47, 44, 42, 37, 37, 36.949, 35.191, 33.935, 30.525, 30.525]",425.593
355,"[48, 44, 42, 37, 37, 37.535, 35.191, 33.935, 30.525, 30.525]",425.583
356,"[49, 44, 42, 37, 37, 38.121, 35.191, 33.935, 30.525, 30.525]",425.564
357,"[45, 45, 42, 37, 37, 35.819, 35.819, 33.935, 30.525, 30.525]",425.587
358,"[46, 45, 42, 37, 37, 36.405, 35.819, 33.935, 30.525, 30.525]",425.598
359,"[47, 45, 42, 37, 37, 36.991, 35.819, 33.935, 30.525, 30.525]",425.598
360,"[48, 45, 42, 37, 37, 37.577, 35.819, 33.935, 30.525, 30.525]",425.588
361,"[49, 45, 42, 37, 37, 38.163, 35.819, 33.935, 30.525, 30.525]",425.569
362,"[46, 46, 42, 37, 37, 36.447, 36.447, 33.935, 30.525, 30.525]",425.591
363,"[47, 46, 42, 37, 37, 37.033, 36.447, 33.935, 30.525, 30.525]",425.591
364,"[48, 46, 42, 37, 37, 37.619, 36.447, 33.935, 30.525, 30.525]",425.582
365,"[49, 46, 42, 37, 37, 38.205, 36.447, 33.935, 30.525, 30.525]",425.563
366,"[47, 47, 42, 37, 37, 37.075, 37.075, 33.935, 30.525, 30.525]",425.574
367,"[48, 47, 42, 37, 37, 37.661, 37.075, 33.935, 30.525, 30.525]",425.565
368,"[49, 47, 42, 37, 37, 38.247, 37.075, 33.935, 30.525, 30.525]",425.546
369,"[48, 48, 42, 37, 37, 37.703, 37.703, 33.935, 30.525, 30.525]",425.538
370,"[49, 48, 42, 37, 37, 38.289, 37.703, 33.935, 30.525, 30.525]",425.52
371,"[49, 49, 42, 37, 37, 38.331, 38.331, 33.935, 30.525, 30.525]",425.484
372,"[43, 43, 43, 37, 37, 34.617, 34.617, 34.617, 30.525, 30.525]",425.516
373,"[44, 43, 43, 37, 37, 35.203, 34.617, 34.617, 30.525, 30.525]",425.55
374,"[45, 43, 43, 37, 37, 35.789, 34.617, 34.617, 30.525, 30.525]",425.572
375,"[46, 43, 43, 37, 37, 36.375, 34.617, 34.617, 30.525, 30.525]",425.582
376,"[47, 43, 43, 37, 37, 36.961, 34.617, 34.617, 30.525, 30.525]",425.582
377,"[48, 43, 43, 37, 37, 37.547, 34.617, 34.617, 30.525, 30.525]",425.572
378,"[49, 43, 43, 37, 37, 38.133, 34.617, 34.617, 30.525, 30.525]",425.554
379,"[44, 44, 43, 37, 37, 35.245, 35.245, 34.617, 30.525, 30.525]",425.567
380,"[45, 44, 43, 37, 37, 35.831, 35.245, 34.617, 30.525, 30.525]",425.589
381,"[46, 44, 43, 37, 37, 36.417, 35.245, 34.617, 30.525, 30.525]",425.6
382,"[47, 44, 43, 37, 37, 37.003, 35.245, 34.617, 30.525, 30.525]",425.6
383,"[48, 44, 43, 37, 37, 37.589, 35.245, 34.617, 30.525, 30.525]",425.59
384,"[49, 44, 43, 37, 37, 38.175, 35.245, 34.617, 30.525, 30.525]",425.571
385,"[45, 45, 43, 37, 37, 35.873, 35.873, 34.617, 30.525, 30.525]",425.594
386,"[46, 45, 43, 37, 37, 36.459, 35.873, 34.617, 30.525, 30.525]",425.605
387,"[47, 45, 43, 37, 37, 37.045, 35.873, 34.617, 30.525, 30.525]",425.605
388,"[48, 45, 43, 37, 37, 37.631, 35.873, 34.617, 30.525, 30.525]",425.595
389,"[49, 45, 43, 37, 37, 38.217, 35.873, 34.617, 30.525, 30.525]",425.577
390,"[46, 46, 43, 37, 37, 36.501, 36.501, 34.617, 30.525, 30.525]",425.598
391,"[47, 46, 43, 37, 37, 37.087, 36.501, 34.617, 30.525, 30.525]",425.598
392,"[48, 46, 43, 37, 37, 37.673, 36.501, 34.617, 30.525, 30.525]",425.589
393,"[49, 46, 43, 37, 37, 38.259, 36.501, 34.617, 30.525, 30.525]",425.57
394,"[47, 47, 43, 37, 37, 37.129, 37.129, 34.617, 30.525, 30.525]",425.581
395,"[48, 47, 43, 37, 37, 37.715, 37.129, 34.617, 30.525, 30.525]",425.572
396,"[49, 47, 43, 37, 37, 38.301, 37.129, 34.617, 30.525, 30.525]",425.553
397,"[48, 48, 43, 37, 37, 37.757, 37.757, 34.617, 30.525, 30.525]",425.545
398,"[49, 48, 43, 37, 37, 38.343, 37.757, 34.617, 30.525, 30.525]",425.527
399,"[49, 49, 43, 37, 37, 38.385, 38.385, 34.617, 30.525, 30.525]",425.491
400,"[44, 44, 44, 37, 37, 35.299, 35.299, 35.299, 30.525, 30.525]",425.561
401,"[45, 44, 44, 37, 37, 35.885, 35.299, 35.299, 30.525, 30.525]",425.583
402,"[46, 44, 44, 37, 37, 36.471, 35.299, 35.299, 30.525, 30.525]",425.593
403,"[47, 44, 44, 37, 37, 37.057, 35.299, 35.299, 30.525, 30.525]",425.593
404,"[48, 44, 44, 37, 37, 37.643, 35.299, 35.299, 30.525, 30.525]",425.584
405,"[49, 44, 44, 37, 37, 38.229, 35.299, 35.299, 30.525, 30.525]",425.565
406,"[45, 45, 44, 37, 37, 35.927, 35.927, 35.299, 30.525, 30.525]",425.588
407,"[46, 45, 44, 37, 37, 36.513, 35.927, 35.299, 30.525, 30.525]",425.598
408,"[47, 45, 44, 37, 37, 37.099, 35.927, 35.299, 30.525, 30.525]",425.598
409,"[48, 45, 44, 37, 37, 37.685, 35.927, 35.299, 30.525, 30.525]",425.589
410,"[49, 45, 44, 37, 37, 38.271, 35.927, 35.299, 30.525, 30.525]",425.57
411,"[46, 46, 44, 37, 37, 36.555, 36.555, 35.299, 30.525, 30.525]",425.592
412,"[47, 46, 44, 37, 37, 37.141, 36.555, 35.299, 30.525, 30.525]",425.592
413,"[48, 46, 44, 37, 37, 37.727, 36.555, 35.299, 30.525, 30.525]",425.582
414,"[49, 46, 44, 37, 37, 38.313, 36.555, 35.299, 30.525, 30.525]",425.564
415,"[47, 47, 44, 37, 37, 37.183, 37.183, 35.299, 30.525, 30.525]",425.575
416,"[48, 47, 44, 37, 37, 37.769, 37.183, 35.299, 30.525, 30.525]",425.565
417,"[49, 47, 44, 37, 37, 38.355, 37.183, 35.299, 30.525, 30.525]",425.547
418,"[48, 48, 44, 37, 37, 37.811, 37.811, 35.299, 30.525, 30.525]",425.539
419,"[49, 48, 44, 37, 37, 38.397, 37.811, 35.299, 30.525, 30.525]",425.52
420,"[49, 49, 44, 37, 37, 38.439, 38.439, 35.299, 30.525, 30.525]",425.485
421,"[45, 45, 45, 37, 37, 35.981, 35.981, 35.981, 30.525, 30.525]",425.569
422,"[46, 45, 45, 37, 37, 36.567, 35.981, 35.981, 30.525, 30.525]",425.579
423,"[47, 45, 45, 37, 37, 37.153, 35.981, 35.981, 30.525, 30.525]",425.579
424,"[48, 45, 45, 37, 37, 37.739, 35.981, 35.981, 30.525, 30.525]",425.57
425,"[49, 45, 45, 37, 37, 38.325, 35.981, 35.981, 30.525, 30.525]",425.551
426,"[46, 46, 45, 37, 37, 36.609, 36.609, 35.981, 30.525, 30.525]",425.573
427,"[47, 46, 45, 37, 37, 37.195, 36.609, 35.981, 30.525, 30.525]",425.573
428,"[48, 46, 45, 37, 37, 37.781, 36.609, 35.981, 30.525, 30.525]",425.563
429,"[49, 46, 45, 37, 37, 38.367, 36.609, 35.981, 30.525, 30.525]",425.545
430,"[47, 47, 45, 37, 37, 37.237, 37.237, 35.981, 30.525, 30.525]",425.556
431,"[48, 47, 45, 37, 37, 37.823, 37.237, 35.981, 30.525, 30.525]",425.546
432,"[49, 47, 45, 37, 37, 38.409, 37.237, 35.981, 30.525, 30.525]",425.528
433,"[48, 48, 45, 37, 37, 37.865, 37.865, 35.981, 30.525, 30.525]",425.52
434,"[49, 48, 45, 37, 37, 38.451, 37.865, 35.981, 30.525, 30.525]",425.501
435,"[49, 49, 45, 37, 37, 38.493, 38.493, 35.981, 30.525, 30.525]",425.466
436,"[46, 46, 46, 37, 37, 36.663, 36.663, 36.663, 30.525, 30.525]",425.543
437,"[47, 46, 46, 37, 37, 37.249, 36.663, 36.663, 30.525, 30.525]",425.543
438,"[48, 46, 46, 37, 37, 37.835, 36.663, 36.663, 30.525, 30.525]",425.533
439,"[49, 46, 46, 37, 37, 38.421, 36.663, 36.663, 30.525, 30.525]",425.514
440,"[47, 47, 46, 37, 37, 37.291, 37.291, 36.663, 30.525, 30.525]",425.526
441,"[48, 47, 46, 37, 37, 37.877, 37.291, 36.663, 30.525, 30.525]",425.516
442,"[49, 47, 46, 37, 37, 38.463, 37.291, 36.663, 30.525, 30.525]",425.497
443,"[48, 48, 46, 37, 37, 37.919, 37.919, 36.663, 30.525, 30.525]",425.489
444,"[49, 48, 46, 37, 37, 38.505, 37.919, 36.663, 30.525, 30.525]",425.471
445,"[49, 49, 46, 37, 37, 38.547, 38.547, 36.663, 30.525, 30.525]",425.436
446,"[47, 47, 47, 37, 37, 37.345, 37.345, 37.345, 30.525, 30.525]",425.485
447,"[48, 47, 47, 37, 37, 37.931, 37.345, 37.345, 30.525, 30.525]",425.475
448,"[49, 47, 47, 37, 37, 38.517, 37.345, 37.345, 30.525, 30.525]",425.457
449,"[48, 48, 47, 37, 37, 37.973, 37.973, 37.345, 30.525, 30.525]",425.449
450,"[49, 48, 47, 37, 37, 38.559, 37.973, 37.345, 30.525, 30.525]",425.43
451,"[49, 49, 47, 37, 37, 38.601, 38.601, 37.345, 30.525, 30.525]",425.395
452,"[48, 48, 48, 37, 37, 38.027, 38.027, 38.027, 30.525, 30.525]",425.398
453,"[49, 48, 48, 37, 37, 38.613, 38.027, 38.027, 30.525, 30.525]",425.38
454,"[49, 49, 48, 37, 37, 38.655, 38.655, 38.027, 30.525, 30.525]",425.344
455,"[49, 49, 49, 37, 37, 38.709, 38.709, 38.709, 30.525, 30.525]",425.285
456,"[38, 38, 38, 38, 37, 31.273, 31.273, 31.273, 31.273, 30.525]",424.662
457,"[39, 38, 38, 38, 37, 31.859, 31.273, 31.273, 31.273, 30.525]",424.778
458,"[40, 38, 38, 38, 37, 32.445, 31.273, 31.273, 31.273, 30.525]",424.874
459,"[41, 38, 38, 38, 37, 33.031, 31.273, 31.273, 31.273, 30.525]",424.953
460,"[42, 38, 38, 38, 37, 33.617, 31.273, 31.273, 31.273, 30.525]",425.016
461,"[43, 38, 38, 38, 37, 34.203, 31.273, 31.273, 31.273, 30.525]",425.064
462,"[44, 38, 38, 38, 37, 34.789, 31.273, 31.273, 31.273, 30.525]",425.098
463,"[45, 38, 38, 38, 37, 35.375, 31.273, 31.273, 31.273, 30.525]",425.12
464,"[46, 38, 38, 38, 37, 35.961, 31.273, 31.273, 31.273, 30.525]",425.131
465,"[47, 38, 38, 38, 37, 36.547, 31.273, 31.273, 31.273, 30.525]",425.131
466,"[48, 38, 38, 38, 37, 37.133, 31.273, 31.273, 31.273, 30.525]",425.121
467,"[49, 38, 38, 38, 37, 37.719, 31.273, 31.273, 31.273, 30.525]",425.102
468,"[39, 39, 38, 38, 37, 31.901, 31.901, 31.273, 31.273, 30.525]",424.877
469,"[40, 39, 38, 38, 37, 32.487, 31.901, 31.273, 31.273, 30.525]",424.973
470,"[41, 39, 38, 38, 37, 33.073, 31.901, 31.273, 31.273, 30.525]",425.052
471,"[42, 39, 38, 38, 37, 33.659, 31.901, 31.273, 31.273, 30.525]",425.115
472,"[43, 39, 38, 38, 37, 34.245, 31.901, 31.273, 31.273, 30.525]",425.163
473,"[44, 39, 38, 38, 37, 34.831, 31.901, 31.273, 31.273, 30.525]",425.198
474,"[45, 39, 38, 38, 37, 35.417, 31.901, 31.273, 31.273, 30.525]",425.219
475,"[46, 39, 38, 38, 37, 36.003, 31.901, 31.273, 31.273, 30.525]",425.23
476,"[47, 39, 38, 38, 37, 36.589, 31.901, 31.273, 31.273, 30.525]",425.23
477,"[48, 39, 38, 38, 37, 37.175, 31.901, 31.273, 31.273, 30.525]",425.22
478,"[49, 39, 38, 38, 37, 37.761, 31.901, 31.273, 31.273, 30.525]",425.202
479,"[40, 40, 38, 38, 37, 32.529, 32.529, 31.273, 31.273, 30.525]",425.053
480,"[41, 40, 38, 38, 37, 33.115, 32.529, 31.273, 31.273, 30.525]",425.132
481,"[42, 40, 38, 38, 37, 33.701, 32.529, 31.273, 31.273, 30.525]",425.195
482,"[43, 40, 38, 38, 37, 34.287, 32.529, 31.273, 31.273, 30.525]",425.243
483,"[44, 40, 38, 38, 37, 34.873, 32.529, 31.273, 31.273, 30.525]",425.277
484,"[45, 40, 38, 38, 37, 35.459, 32.529, 31.273, 31.273, 30.525]",425.299
485,"[46, 40, 38, 38, 37, 36.045, 32.529, 31.273, 31.273, 30.525]",425.31
486,"[47, 40, 38, 38, 37, 36.631, 32.529, 31.273, 31.273, 30.525]",425.31
487,"[48, 40, 38, 38, 37, 37.217, 32.529, 31.273, 31.273, 30.525]",425.3
488,"[49, 40, 38, 38, 37, 37.803, 32.529, 31.273, 31.273, 30.525]",425.281
489,"[41, 41, 38, 38, 37, 33.157, 33.157, 31.273, 31.273, 30.525]",425.194
490,"[42, 41, 38, 38, 37, 33.743, 33.157, 31.273, 31.273, 30.525]",425.257
491,"[43, 41, 38, 38, 37, 34.329, 33.157, 31.273, 31.273, 30.525]",425.305
492,"[44, 41, 38, 38, 37, 34.915, 33.157, 31.273, 31.273, 30.525]",425.34
493,"[45, 41, 38, 38, 37, 35.501, 33.157, 31.273, 31.273, 30.525]",425.361
494,"[46, 41, 38, 38, 37, 36.087, 33.157, 31.273, 31.273, 30.525]",425.372
495,"[47, 41, 38, 38, 37, 36.673, 33.157, 31.273, 31.273, 30.525]",425.372
496,"[48, 41, 38, 38, 37, 37.259, 33.157, 31.273, 31.273, 30.525]",425.362
497,"[49, 41, 38, 38, 37, 37.845, 33.157, 31.273, 31.273, 30.525]",425.344
498,"[42, 42, 38, 38, 37, 33.785, 33.785, 31.273, 31.273, 30.525]",425.303
499,"[43, 42, 38, 38, 37, 34.371, 33.785, 31.273, 31.273, 30.525]",425.351
500,"[44, 42, 38, 38, 37, 34.957, 33.785, 31.273, 31.273, 30.525]",425.386
501,"[45, 42, 38, 38, 37, 35.543, 33.785, 31.273, 31.273, 30.525]",425.407
502,"[46, 42, 38, 38, 37, 36.129, 33.785, 31.273, 31.273, 30.525]",425.418
503,"[47, 42, 38, 38, 37, 36.715, 33.785, 31.273, 31.273, 30.525]",425.418
504,"[48, 42, 38, 38, 37, 37.301, 33.785, 31.273, 31.273, 30.525]",425.408
505,"[49, 42, 38, 38, 37, 37.887, 33.785, 31.273, 31.273, 30.525]",425.39
506,"[43, 43, 38, 38, 37, 34.413, 34.413, 31.273, 31.273, 30.525]",425.382
507,"[44, 43, 38, 38, 37, 34.999, 34.413, 31.273, 31.273, 30.525]",425.417
508,"[45, 43, 38, 38, 37, 35.585, 34.413, 31.273, 31.273, 30.525]",425.439
509,"[46, 43, 38, 38, 37, 36.171, 34.413, 31.273, 31.273, 30.525]",425.449
510,"[47, 43, 38, 38, 37, 36.757, 34.413, 31.273, 31.273, 30.525]",425.449
511,"[48, 43, 38, 38, 37, 37.343, 34.413, 31.273, 31.273, 30.525]",425.439
512,"[49, 43, 38, 38, 37, 37.929, 34.413, 31.273, 31.273, 30.525]",425.421
513,"[44, 44, 38, 38, 37, 35.041, 35.041, 31.273, 31.273, 30.525]",425.434
514,"[45, 44, 38, 38, 37, 35.627, 35.041, 31.273, 31.273, 30.525]",425.456
515,"[46, 44, 38, 38, 37, 36.213, 35.041, 31.273, 31.273, 30.525]",425.466
516,"[47, 44, 38, 38, 37, 36.799, 35.041, 31.273, 31.273, 30.525]",425.466
517,"[48, 44, 38, 38, 37, 37.385, 35.041, 31.273, 31.273, 30.525]",425.457
518,"[49, 44, 38, 38, 37, 37.971, 35.041, 31.273, 31.273, 30.525]",425.438
519,"[45, 45, 38, 38, 37, 35.669, 35.669, 31.273, 31.273, 30.525]",425.461
520,"[46, 45, 38, 38, 37, 36.255, 35.669, 31.273, 31.273, 30.525]",425.472
521,"[47, 45, 38, 38, 37, 36.841, 35.669, 31.273, 31.273, 30.525]",425.471
522,"[48, 45, 38, 38, 37, 37.427, 35.669, 31.273, 31.273, 30.525]",425.462
523,"[49, 45, 38, 38, 37, 38.013, 35.669, 31.273, 31.273, 30.525]",425.443
524,"[46, 46, 38, 38, 37, 36.297, 36.297, 31.273, 31.273, 30.525]",425.465
525,"[47, 46, 38, 38, 37, 36.883, 36.297, 31.273, 31.273, 30.525]",425.465
526,"[48, 46, 38, 38, 37, 37.469, 36.297, 31.273, 31.273, 30.525]",425.455
527,"[49, 46, 38, 38, 37, 38.055, 36.297, 31.273, 31.273, 30.525]",425.437
528,"[47, 47, 38, 38, 37, 36.925, 36.925, 31.273, 31.273, 30.525]",425.448
529,"[48, 47, 38, 38, 37, 37.511, 36.925, 31.273, 31.273, 30.525]",425.439
530,"[49, 47, 38, 38, 37, 38.097, 36.925, 31.273, 31.273, 30.525]",425.42
531,"[48, 48, 38, 38, 37, 37.553, 37.553, 31.273, 31.273, 30.525]",425.412
532,"[49, 48, 38, 38, 37, 38.139, 37.553, 31.273, 31.273, 30.525]",425.393
533,"[49, 49, 38, 38, 37, 38.181, 38.181, 31.273, 31.273, 30.525]",425.358
534,"[39, 39, 39, 38, 37, 31.955, 31.955, 31.955, 31.273, 30.525]",424.952
535,"[40, 39, 39, 38, 37, 32.541, 31.955, 31.955, 31.273, 30.525]",425.049
536,"[41, 39, 39, 38, 37, 33.127, 31.955, 31.955, 31.273, 30.525]",425.128
537,"[42, 39, 39, 38, 37, 33.713, 31.955, 31.955, 31.273, 30.525]",425.19
538,"[43, 39, 39, 38, 37, 34.299, 31.955, 31.955, 31.273, 30.525]",425.238
539,"[44, 39, 39, 38, 37, 34.885, 31.955, 31.955, 31.273, 30.525]",425.273
540,"[45, 39, 39, 38, 37, 35.471, 31.955, 31.955, 31.273, 30.525]",425.295
541,"[46, 39, 39, 38, 37, 36.057, 31.955, 31.955, 31.273, 30.525]",425.305
542,"[47, 39, 39, 38, 37, 36.643, 31.955, 31.955, 31.273, 30.525]",425.305
543,"[48, 39, 39, 38, 37, 37.229, 31.955, 31.955, 31.273, 30.525]",425.295
544,"[49, 39, 39, 38, 37, 37.815, 31.955, 31.955, 31.273, 30.525]",425.277
545,"[40, 40, 39, 38, 37, 32.583, 32.583, 31.955, 31.273, 30.525]",425.128
546,"[41, 40, 39, 38, 37, 33.169, 32.583, 31.955, 31.273, 30.525]",425.207
547,"[42, 40, 39, 38, 37, 33.755, 32.583, 31.955, 31.273, 30.525]",425.27
548,"[43, 40, 39, 38, 37, 34.341, 32.583, 31.955, 31.273, 30.525]",425.318
549,"[44, 40, 39, 38, 37, 34.927, 32.583, 31.955, 31.273, 30.525]",425.353
550,"[45, 40, 39, 38, 37, 35.513, 32.583, 31.955, 31.273, 30.525]",425.374
551,"[46, 40, 39, 38, 37, 36.099, 32.583, 31.955, 31.273, 30.525]",425.385
552,"[47, 40, 39, 38, 37, 36.685, 32.583, 31.955, 31.273, 30.525]",425.385
553,"[48, 40, 39, 38, 37, 37.271, 32.583, 31.955, 31.273, 30.525]",425.375
554,"[49, 40, 39, 38, 37, 37.857, 32.583, 31.955, 31.273, 30.525]",425.357
555,"[41, 41, 39, 38, 37, 33.211, 33.211, 31.955, 31.273, 30.525]",425.27
556,"[42, 41, 39, 38, 37, 33.797, 33.211, 31.955, 31.273, 30.525]",425.332
557,"[43, 41, 39, 38, 37, 34.383, 33.211, 31.955, 31.273, 30.525]",425.38
558,"[44, 41, 39, 38, 37, 34.969, 33.211, 31.955, 31.273, 30.525]",425.415
559,"[45, 41, 39, 38, 37, 35.555, 33.211, 31.955, 31.273, 30.525]",425.437
560,"[46, 41, 39, 38, 37, 36.141, 33.211, 31.955, 31.273, 30.525]",425.447
561,"[47, 41, 39, 38, 37, 36.727, 33.211, 31.955, 31.273, 30.525]",425.447
562,"[48, 41, 39, 38, 37, 37.313, 33.211, 31.955, 31.273, 30.525]",425.437
563,"[49, 41, 39, 38, 37, 37.899, 33.211, 31.955, 31.273, 30.525]",425.419
564,"[42, 42, 39, 38, 37, 33.839, 33.839, 31.955, 31.273, 30.525]",425.378
565,"[43, 42, 39, 38, 37, 34.425, 33.839, 31.955, 31.273, 30.525]",425.426
566,"[44, 42, 39, 38, 37, 35.011, 33.839, 31.955, 31.273, 30.525]",425.461
567,"[45, 42, 39, 38, 37, 35.597, 33.839, 31.955, 31.273, 30.525]",425.483
568,"[46, 42, 39, 38, 37, 36.183, 33.839, 31.955, 31.273, 30.525]",425.493
569,"[47, 42, 39, 38, 37, 36.769, 33.839, 31.955, 31.273, 30.525]",425.493
570,"[48, 42, 39, 38, 37, 37.355, 33.839, 31.955, 31.273, 30.525]",425.483
571,"[49, 42, 39, 38, 37, 37.941, 33.839, 31.955, 31.273, 30.525]",425.465
572,"[43, 43, 39, 38, 37, 34.467, 34.467, 31.955, 31.273, 30.525]",425.457
573,"[44, 43, 39, 38, 37, 35.053, 34.467, 31.955, 31.273, 30.525]",425.492
574,"[45, 43, 39, 38, 37, 35.639, 34.467, 31.955, 31.273, 30.525]",425.514
575,"[46, 43, 39, 38, 37, 36.225, 34.467, 31.955, 31.273, 30.525]",425.524
576,"[47, 43, 39, 38, 37, 36.811, 34.467, 31.955, 31.273, 30.525]",425.524
577,"[48, 43, 39, 38, 37, 37.397, 34.467, 31.955, 31.273, 30.525]",425.514
578,"[49, 43, 39, 38, 37, 37.983, 34.467, 31.955, 31.273, 30.525]",425.496
